request_id,date,hospital,region,blood_type,units_requested,urgency,reason,fulfilled,response_time_min,donors_matched
REQ-2023-06874,2023-12-17,CHU Mohammed VI,Marrakech-Safi,B+,4,low,Organ Transplant,1,48,6
REQ-2024-06875,2024-05-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,medium,Chronic Disease Treatment,1,24,11
REQ-2025-06876,2025-06-18,CHU Hassan II,Fès-Meknès,O+,6,medium,Pediatric Care,1,60,3
REQ-2025-06877,2025-03-01,CHU Hassan II,Fès-Meknès,B+,5,medium,Accident Emergency,0,,0
REQ-2024-06878,2024-12-19,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,5,high,Chronic Disease Treatment,1,14,8
REQ-2023-06879,2023-12-14,CHU Mohammed VI,Marrakech-Safi,O-,9,critical,Pediatric Care,1,44,6
REQ-2024-06880,2024-01-07,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,low,Scheduled Transfusion,1,35,2
REQ-2023-06881,2023-12-10,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,3,low,Emergency Surgery,1,58,5
REQ-2023-06882,2023-05-30,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,3,high,Scheduled Transfusion,1,46,1
REQ-2023-06883,2023-06-10,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB-,3,critical,Maternal Care,1,44,11
REQ-2025-06884,2025-06-02,Hôpital Régional Oujda,Oriental,O+,2,low,Post-Operative Care,0,,0
REQ-2024-06885,2024-05-08,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B-,4,low,Scheduled Transfusion,1,35,3
REQ-2023-06886,2023-11-20,CHU Souss Massa,Souss-Massa,A+,1,medium,Maternal Care,1,52,8
REQ-2023-06887,2023-07-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,medium,Pediatric Care,1,56,2
REQ-2024-06888,2024-02-04,CHU Hassan II,Fès-Meknès,A+,1,high,Pediatric Care,1,33,1
REQ-2024-06889,2024-01-03,CHU Souss Massa,Souss-Massa,B+,5,medium,Pediatric Care,1,47,7
REQ-2024-06890,2024-06-03,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,5,high,Maternal Care,1,25,3
REQ-2023-06891,2023-01-04,CHU Hassan II,Fès-Meknès,B+,6,medium,Burn Treatment,1,60,9
REQ-2023-06892,2023-08-07,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,1,medium,Chronic Disease Treatment,0,,0
REQ-2024-06893,2024-07-09,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,low,Accident Emergency,1,24,12
REQ-2025-06894,2025-04-29,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,2,critical,Emergency Surgery,1,7,1
REQ-2025-06895,2025-09-09,CHU Hassan II,Fès-Meknès,A-,3,medium,Scheduled Transfusion,0,,0
REQ-2024-06896,2024-04-01,CHU Mohammed VI,Marrakech-Safi,A+,1,low,Chronic Disease Treatment,1,25,6
REQ-2025-06897,2025-11-06,CHU Souss Massa,Souss-Massa,O+,5,low,Pediatric Care,0,,0
REQ-2024-06898,2024-05-26,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,high,Scheduled Transfusion,0,,0
REQ-2024-06899,2024-02-17,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,AB+,10,critical,Pediatric Care,0,,0
REQ-2025-06900,2025-09-19,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,low,Emergency Surgery,1,29,11
REQ-2023-06901,2023-12-25,CHU Ibn Rochd,Casablanca-Settat,A+,2,medium,Organ Transplant,1,13,7
REQ-2023-06902,2023-02-06,Hôpital Régional Oujda,Oriental,AB+,3,medium,Scheduled Transfusion,1,37,11
REQ-2025-06903,2025-02-23,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,6,low,Pediatric Care,1,47,11
REQ-2025-06904,2025-05-31,CHU Mohammed VI,Marrakech-Safi,A+,6,low,Accident Emergency,1,30,8
REQ-2023-06905,2023-05-28,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,critical,Scheduled Transfusion,1,51,4
REQ-2025-06906,2025-06-20,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,1,high,Maternal Care,0,,0
REQ-2024-06907,2024-02-03,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,5,medium,Chronic Disease Treatment,1,45,3
REQ-2025-06908,2025-11-20,CHU Hassan II,Fès-Meknès,O+,3,high,Accident Emergency,1,52,5
REQ-2023-06909,2023-03-09,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,1,medium,Pediatric Care,1,47,12
REQ-2024-06910,2024-04-11,CHU Souss Massa,Souss-Massa,B+,1,high,Accident Emergency,1,56,5
REQ-2023-06911,2023-04-24,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,AB+,5,low,Post-Operative Care,1,57,5
REQ-2024-06912,2024-06-22,CHU Souss Massa,Souss-Massa,O+,1,low,Scheduled Transfusion,1,52,8
REQ-2025-06913,2025-04-15,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,high,Post-Operative Care,1,9,6
REQ-2024-06914,2024-10-25,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,1,high,Burn Treatment,1,58,3
REQ-2025-06915,2025-06-20,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,2,low,Accident Emergency,0,,0
REQ-2024-06916,2024-06-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,1,high,Scheduled Transfusion,1,48,9
REQ-2025-06917,2025-09-09,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,4,low,Emergency Surgery,0,,0
REQ-2025-06918,2025-08-24,CHU Mohammed VI,Marrakech-Safi,A+,5,medium,Scheduled Transfusion,0,,0
REQ-2023-06919,2023-12-11,CHU Souss Massa,Souss-Massa,B+,1,high,Maternal Care,1,43,9
REQ-2023-06920,2023-11-23,CHU Hassan II,Fès-Meknès,O+,2,critical,Scheduled Transfusion,1,35,12
REQ-2026-06921,2026-01-09,CHU Ibn Rochd,Casablanca-Settat,O+,4,medium,Burn Treatment,1,14,4
REQ-2025-06922,2025-05-14,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,1,low,Chronic Disease Treatment,1,41,6
REQ-2025-06923,2025-05-16,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O-,10,critical,Post-Operative Care,1,19,1
REQ-2024-06924,2024-12-26,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,medium,Organ Transplant,1,16,1
REQ-2025-06925,2025-01-15,Hôpital Régional Oujda,Oriental,O+,6,critical,Burn Treatment,1,49,6
REQ-2025-06926,2025-11-08,CHU Ibn Rochd,Casablanca-Settat,O+,4,low,Maternal Care,1,26,12
REQ-2023-06927,2023-02-12,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,5,medium,Burn Treatment,0,,0
REQ-2024-06928,2024-06-16,Hôpital Régional Oujda,Oriental,O+,5,medium,Post-Operative Care,1,9,9
REQ-2025-06929,2025-07-29,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,4,low,Organ Transplant,0,,0
REQ-2023-06930,2023-11-28,CHU Hassan II,Fès-Meknès,A+,5,medium,Accident Emergency,1,23,1
REQ-2025-06931,2025-07-14,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,1,low,Pediatric Care,1,35,4
REQ-2024-06932,2024-09-26,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,low,Pediatric Care,0,,0
REQ-2024-06933,2024-12-06,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A-,1,low,Burn Treatment,0,,0
REQ-2026-06934,2026-01-10,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,2,critical,Scheduled Transfusion,1,36,1
REQ-2023-06935,2023-01-08,CHU Souss Massa,Souss-Massa,O+,2,low,Emergency Surgery,1,25,10
REQ-2025-06936,2025-09-01,CHU Ibn Rochd,Casablanca-Settat,A+,1,medium,Accident Emergency,1,7,4
REQ-2025-06937,2025-11-03,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,1,low,Pediatric Care,0,,0
REQ-2025-06938,2025-10-09,Hôpital Régional Oujda,Oriental,O+,6,low,Scheduled Transfusion,1,17,1
REQ-2024-06939,2024-10-13,CHU Mohammed VI,Marrakech-Safi,AB-,4,low,Organ Transplant,0,,0
REQ-2023-06940,2023-05-25,CHU Ibn Rochd,Casablanca-Settat,A+,6,low,Emergency Surgery,1,50,10
REQ-2023-06941,2023-03-17,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,2,medium,Pediatric Care,1,47,5
REQ-2024-06942,2024-12-29,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O-,6,high,Organ Transplant,1,52,7
REQ-2024-06943,2024-06-03,CHU Ibn Rochd,Casablanca-Settat,O+,4,medium,Organ Transplant,1,9,10
REQ-2023-06944,2023-02-02,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,2,critical,Post-Operative Care,1,37,6
REQ-2025-06945,2025-01-01,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,low,Chronic Disease Treatment,1,54,4
REQ-2024-06946,2024-03-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,1,high,Post-Operative Care,1,15,1
REQ-2025-06947,2025-05-22,CHU Mohammed VI,Marrakech-Safi,O+,3,critical,Maternal Care,1,4,2
REQ-2024-06948,2024-04-20,CHU Mohammed VI,Marrakech-Safi,O+,2,low,Pediatric Care,1,60,10
REQ-2026-06949,2026-01-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,1,high,Post-Operative Care,1,55,8
REQ-2025-06950,2025-07-05,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,6,medium,Chronic Disease Treatment,1,42,6
REQ-2024-06951,2024-02-05,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,9,critical,Scheduled Transfusion,1,26,11
REQ-2023-06952,2023-09-22,CHU Mohammed VI,Marrakech-Safi,B+,3,high,Burn Treatment,1,57,11
REQ-2025-06953,2025-01-15,Hôpital Régional Oujda,Oriental,A+,5,medium,Maternal Care,1,31,12
REQ-2025-06954,2025-03-20,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,6,high,Post-Operative Care,1,46,7
REQ-2023-06955,2023-05-04,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,6,low,Pediatric Care,1,39,5
REQ-2025-06956,2025-09-22,CHU Souss Massa,Souss-Massa,O+,2,medium,Maternal Care,1,34,8
REQ-2025-06957,2025-04-05,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,2,critical,Organ Transplant,0,,0
REQ-2023-06958,2023-11-23,CHU Hassan II,Fès-Meknès,A+,5,low,Pediatric Care,1,23,11
REQ-2023-06959,2023-06-11,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,high,Chronic Disease Treatment,1,58,6
REQ-2026-06960,2026-02-27,CHU Souss Massa,Souss-Massa,AB+,1,high,Scheduled Transfusion,1,31,8
REQ-2024-06961,2024-10-24,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,2,medium,Accident Emergency,1,12,2
REQ-2024-06962,2024-08-21,CHU Ibn Rochd,Casablanca-Settat,O+,1,high,Post-Operative Care,1,3,12
REQ-2025-06963,2025-05-03,CHU Mohammed VI,Marrakech-Safi,B+,2,low,Organ Transplant,1,8,2
REQ-2025-06964,2025-12-06,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,2,medium,Organ Transplant,1,24,6
REQ-2025-06965,2025-03-30,Hôpital Régional Oujda,Oriental,A+,4,low,Scheduled Transfusion,1,60,3
REQ-2025-06966,2025-12-15,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,6,medium,Accident Emergency,1,56,11
REQ-2024-06967,2024-05-12,Hôpital Régional Oujda,Oriental,A+,3,high,Emergency Surgery,1,23,5
REQ-2024-06968,2024-08-13,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,2,low,Accident Emergency,1,16,5
REQ-2023-06969,2023-11-21,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,AB+,3,high,Pediatric Care,1,31,9
REQ-2023-06970,2023-04-14,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,4,medium,Pediatric Care,1,43,1
REQ-2025-06971,2025-03-03,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,2,medium,Post-Operative Care,1,51,7
REQ-2025-06972,2025-06-05,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,3,critical,Chronic Disease Treatment,1,52,9
REQ-2024-06973,2024-05-23,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,5,medium,Accident Emergency,1,57,12
REQ-2025-06974,2025-05-03,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,6,medium,Pediatric Care,1,54,2
REQ-2024-06975,2024-05-15,CHU Hassan II,Fès-Meknès,O+,4,medium,Scheduled Transfusion,1,27,4
REQ-2023-06976,2023-08-21,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,1,medium,Scheduled Transfusion,1,21,11
REQ-2024-06977,2024-01-18,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,3,critical,Organ Transplant,1,56,4
REQ-2023-06978,2023-07-24,Hôpital Régional Oujda,Oriental,B-,1,high,Scheduled Transfusion,1,14,4
REQ-2025-06979,2025-05-18,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,5,low,Emergency Surgery,1,34,9
REQ-2025-06980,2025-09-10,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,6,critical,Maternal Care,1,55,7
REQ-2025-06981,2025-03-27,CHU Mohammed VI,Marrakech-Safi,O+,10,critical,Maternal Care,0,,0
REQ-2025-06982,2025-03-30,CHU Ibn Rochd,Casablanca-Settat,O+,2,medium,Accident Emergency,1,14,11
REQ-2023-06983,2023-11-24,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,medium,Accident Emergency,1,14,11
REQ-2024-06984,2024-05-28,CHU Mohammed VI,Marrakech-Safi,A+,4,low,Burn Treatment,1,42,12
REQ-2024-06985,2024-08-09,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O-,3,high,Scheduled Transfusion,0,,0
REQ-2025-06986,2025-01-12,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,5,medium,Pediatric Care,1,57,3
REQ-2025-06987,2025-02-01,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,6,medium,Emergency Surgery,1,24,3
REQ-2024-06988,2024-06-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,6,medium,Pediatric Care,1,56,4
REQ-2023-06989,2023-04-04,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,3,low,Maternal Care,1,55,7
REQ-2023-06990,2023-01-23,CHU Souss Massa,Souss-Massa,A+,4,medium,Post-Operative Care,1,38,7
REQ-2024-06991,2024-10-08,CHU Souss Massa,Souss-Massa,O+,4,high,Organ Transplant,1,14,2
REQ-2025-06992,2025-07-15,CHU Ibn Rochd,Casablanca-Settat,A+,5,low,Scheduled Transfusion,1,32,12
REQ-2023-06993,2023-03-20,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,4,medium,Accident Emergency,1,39,1
REQ-2023-06994,2023-10-02,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,1,medium,Organ Transplant,1,58,2
REQ-2024-06995,2024-05-15,CHU Souss Massa,Souss-Massa,AB+,5,low,Burn Treatment,0,,0
REQ-2024-06996,2024-04-25,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,medium,Pediatric Care,1,49,1
REQ-2025-06997,2025-04-08,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,1,low,Chronic Disease Treatment,1,15,12
REQ-2024-06998,2024-06-09,CHU Souss Massa,Souss-Massa,B+,3,high,Organ Transplant,1,46,6
REQ-2023-06999,2023-03-26,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,AB+,6,high,Emergency Surgery,1,8,6
REQ-2025-07000,2025-09-04,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,2,critical,Accident Emergency,1,46,10
REQ-2024-07001,2024-08-25,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,10,critical,Post-Operative Care,0,,0
REQ-2024-07002,2024-09-23,CHU Mohammed VI,Marrakech-Safi,A-,4,critical,Post-Operative Care,1,37,1
REQ-2025-07003,2025-02-27,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,2,medium,Burn Treatment,1,38,5
REQ-2023-07004,2023-03-10,Hôpital Régional Oujda,Oriental,B+,5,critical,Maternal Care,1,19,3
REQ-2025-07005,2025-06-12,CHU Ibn Rochd,Casablanca-Settat,O+,1,low,Chronic Disease Treatment,1,53,10
REQ-2025-07006,2025-09-09,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,5,high,Post-Operative Care,1,15,10
REQ-2023-07007,2023-09-11,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,4,medium,Accident Emergency,1,42,10
REQ-2023-07008,2023-12-06,CHU Ibn Rochd,Casablanca-Settat,O+,5,low,Maternal Care,1,60,2
REQ-2024-07009,2024-09-10,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,3,high,Pediatric Care,1,22,10
REQ-2024-07010,2024-07-05,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,6,high,Pediatric Care,1,48,10
REQ-2024-07011,2024-08-26,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,1,low,Scheduled Transfusion,1,32,10
REQ-2024-07012,2024-12-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,AB+,4,medium,Organ Transplant,1,28,6
REQ-2023-07013,2023-10-28,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,3,medium,Maternal Care,1,56,5
REQ-2024-07014,2024-03-22,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,3,low,Scheduled Transfusion,1,46,2
REQ-2023-07015,2023-04-07,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,2,medium,Scheduled Transfusion,1,41,8
REQ-2024-07016,2024-12-16,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,6,low,Accident Emergency,1,22,4
REQ-2024-07017,2024-06-26,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,4,high,Chronic Disease Treatment,1,17,10
REQ-2024-07018,2024-11-22,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,low,Maternal Care,0,,0
REQ-2024-07019,2024-10-18,Hôpital Régional Oujda,Oriental,A+,4,medium,Post-Operative Care,1,10,11
REQ-2025-07020,2025-01-18,Hôpital Régional Oujda,Oriental,B+,3,medium,Pediatric Care,1,59,12
REQ-2025-07021,2025-12-29,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,2,medium,Chronic Disease Treatment,1,19,6
REQ-2024-07022,2024-03-13,CHU Hassan II,Fès-Meknès,O+,1,low,Post-Operative Care,1,54,12
REQ-2025-07023,2025-09-20,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,8,critical,Accident Emergency,0,,0
REQ-2023-07024,2023-05-31,CHU Souss Massa,Souss-Massa,O+,5,low,Burn Treatment,1,16,11
REQ-2024-07025,2024-07-04,Hôpital Régional Oujda,Oriental,B+,1,high,Post-Operative Care,1,60,1
REQ-2025-07026,2025-09-19,Hôpital Régional Oujda,Oriental,O+,6,high,Emergency Surgery,1,56,8
REQ-2023-07027,2023-06-15,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,3,high,Pediatric Care,1,7,5
REQ-2024-07028,2024-09-20,Hôpital Régional Oujda,Oriental,A+,3,low,Organ Transplant,1,31,7
REQ-2025-07029,2025-10-10,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,5,low,Organ Transplant,1,60,5
REQ-2024-07030,2024-03-10,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,4,low,Chronic Disease Treatment,0,,0
REQ-2023-07031,2023-08-09,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,4,medium,Organ Transplant,1,18,4
REQ-2023-07032,2023-12-09,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,critical,Scheduled Transfusion,0,,0
REQ-2024-07033,2024-09-20,CHU Ibn Rochd,Casablanca-Settat,B+,4,critical,Scheduled Transfusion,1,42,12
REQ-2023-07034,2023-12-16,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,1,high,Scheduled Transfusion,1,17,1
REQ-2024-07035,2024-11-25,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,5,medium,Emergency Surgery,1,40,11
REQ-2025-07036,2025-12-19,CHU Ibn Rochd,Casablanca-Settat,A+,2,medium,Organ Transplant,1,53,9
REQ-2024-07037,2024-03-04,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,8,critical,Scheduled Transfusion,1,50,11
REQ-2023-07038,2023-10-31,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,4,low,Maternal Care,1,53,4
REQ-2025-07039,2025-12-17,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,5,medium,Burn Treatment,1,51,11
REQ-2023-07040,2023-01-28,CHU Mohammed VI,Marrakech-Safi,A+,6,medium,Emergency Surgery,1,46,6
REQ-2023-07041,2023-01-22,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,6,high,Pediatric Care,0,,0
REQ-2025-07042,2025-09-10,Hôpital Régional Oujda,Oriental,O+,6,medium,Scheduled Transfusion,1,58,1
REQ-2024-07043,2024-05-31,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,2,low,Chronic Disease Treatment,0,,0
REQ-2024-07044,2024-03-17,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,high,Post-Operative Care,1,26,6
REQ-2024-07045,2024-03-23,CHU Hassan II,Fès-Meknès,B+,7,critical,Post-Operative Care,1,44,4
REQ-2025-07046,2025-09-20,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,2,low,Scheduled Transfusion,0,,0
REQ-2025-07047,2025-05-10,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,low,Post-Operative Care,1,22,6
REQ-2023-07048,2023-01-19,CHU Souss Massa,Souss-Massa,AB+,5,high,Post-Operative Care,1,40,9
REQ-2025-07049,2025-07-03,CHU Ibn Rochd,Casablanca-Settat,O+,3,medium,Chronic Disease Treatment,1,22,5
REQ-2024-07050,2024-02-28,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,4,low,Emergency Surgery,1,49,9
REQ-2024-07051,2024-05-15,CHU Hassan II,Fès-Meknès,A+,5,high,Accident Emergency,1,59,8
REQ-2026-07052,2026-01-26,CHU Hassan II,Fès-Meknès,O+,5,medium,Chronic Disease Treatment,1,58,7
REQ-2025-07053,2025-05-08,CHU Mohammed VI,Marrakech-Safi,B+,4,high,Chronic Disease Treatment,1,49,10
REQ-2023-07054,2023-10-02,CHU Mohammed VI,Marrakech-Safi,O+,3,critical,Chronic Disease Treatment,1,16,9
REQ-2023-07055,2023-07-13,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,4,high,Organ Transplant,1,60,9
REQ-2026-07056,2026-01-10,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,4,medium,Pediatric Care,1,19,10
REQ-2024-07057,2024-05-25,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,medium,Accident Emergency,1,7,10
REQ-2025-07058,2025-07-09,CHU Souss Massa,Souss-Massa,A+,6,high,Emergency Surgery,1,40,11
REQ-2023-07059,2023-09-25,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,8,critical,Accident Emergency,1,36,1
REQ-2023-07060,2023-05-25,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,medium,Scheduled Transfusion,1,38,5
REQ-2025-07061,2025-11-25,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,4,critical,Pediatric Care,1,26,9
REQ-2024-07062,2024-11-07,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,1,high,Emergency Surgery,1,57,7
REQ-2024-07063,2024-09-09,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O-,5,high,Accident Emergency,0,,0
REQ-2026-07064,2026-01-07,CHU Ibn Rochd,Casablanca-Settat,A+,2,high,Burn Treatment,1,41,1
REQ-2024-07065,2024-11-08,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O-,6,medium,Scheduled Transfusion,1,20,11
REQ-2025-07066,2025-11-15,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,3,high,Burn Treatment,1,59,9
REQ-2023-07067,2023-03-25,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,5,high,Maternal Care,1,49,9
REQ-2025-07068,2025-02-07,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,medium,Maternal Care,0,,0
REQ-2023-07069,2023-09-03,Hôpital Régional Oujda,Oriental,O+,2,high,Organ Transplant,1,59,5
REQ-2026-07070,2026-02-17,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,2,medium,Emergency Surgery,1,50,6
REQ-2024-07071,2024-05-12,CHU Ibn Rochd,Casablanca-Settat,O+,4,medium,Scheduled Transfusion,1,48,5
REQ-2023-07072,2023-12-03,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,6,high,Burn Treatment,1,50,12
REQ-2023-07073,2023-10-10,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,1,high,Burn Treatment,0,,0
REQ-2023-07074,2023-07-20,CHU Hassan II,Fès-Meknès,O+,5,low,Maternal Care,1,42,4
REQ-2024-07075,2024-08-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,4,critical,Organ Transplant,1,27,12
REQ-2024-07076,2024-02-27,CHU Mohammed VI,Marrakech-Safi,O+,3,critical,Emergency Surgery,1,24,12
REQ-2024-07077,2024-12-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,medium,Post-Operative Care,1,18,9
REQ-2024-07078,2024-11-08,CHU Souss Massa,Souss-Massa,O+,6,low,Accident Emergency,1,8,5
REQ-2023-07079,2023-10-02,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,high,Scheduled Transfusion,1,4,6
REQ-2023-07080,2023-09-15,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,4,high,Burn Treatment,0,,0
REQ-2023-07081,2023-12-29,Hôpital Régional Oujda,Oriental,O+,6,medium,Organ Transplant,0,,0
REQ-2024-07082,2024-12-14,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,4,high,Post-Operative Care,1,17,11
REQ-2024-07083,2024-10-24,Hôpital Régional Oujda,Oriental,B+,2,low,Scheduled Transfusion,1,47,12
REQ-2023-07084,2023-09-08,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,2,high,Scheduled Transfusion,1,4,8
